movie,year,imdb,metascore,votes,description
Rogue One: A Star Wars Story,2016,7.8,65,620168,"
In a time of conflict, a group of unlikely heroes band together on a mission to steal the plans to the Death Star, the Empire's ultimate weapon of destruction."
La La Land,2016,8.0,94,576367,"
While navigating their careers in Los Angeles, a pianist and an actress fall in love while attempting to reconcile their aspirations for the future."
Hacksaw Ridge,2016,8.1,71,514149,"
World War II American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people and becomes the first man in American history to receive the Medal of Honor without firing a shot."
Zootopia,2016,8.0,78,491097,"
In a city of anthropomorphic animals, a rookie bunny cop and a cynical con artist fox must work together to uncover a conspiracy."
Split,2016,7.3,62,486359,"
Three girls are kidnapped by a man with a diagnosed 23 distinct personalities. They must try to escape before the apparent emergence of a frightful new 24th."
Fantastic Beasts and Where to Find Them,2016,7.2,66,470659,"
The adventures of writer Newt Scamander in New York's secret community of witches and wizards seventy years before Harry Potter reads his book in school."
X-Men: Apocalypse,2016,6.9,52,430768,"
In the 1980s the X-Men must defeat an ancient all-powerful mutant, En Sabah Nur, who intends to thrive through bringing destruction to the world."
Passengers,2016,7.0,41,399608,"
A malfunction in a sleeping pod on a spacecraft traveling to a distant colony planet wakes one passenger 90 years early."
Moana,2016,7.6,81,329567,"
In Ancient Polynesia, when a terrible curse incurred by the Demigod Maui reaches Moana's island, she answers the Ocean's call to seek out the Demigod to set things right."
10 Cloverfield Lane,2016,7.2,76,323475,"
A young woman is held in an underground bunker by a man who insists that a hostile event has left the surface of the Earth uninhabitable."
The Nice Guys,2016,7.3,70,322141,"
In 1970s Los Angeles, a mismatched pair of private eyes investigate a missing girl and the mysterious death of a porn star."
Moonlight,2016,7.4,99,304793,"
A young African-American man grapples with his identity and sexuality while experiencing the everyday struggles of childhood, adolescence, and burgeoning adulthood."
The Accountant,2016,7.3,51,294167,"
As a math savant uncooks the books for a new client, the Treasury Department closes in on his activities, and the body count starts to rise."
Now You See Me 2,2016,6.4,46,285904,"
The Four Horsemen resurface, and are forcibly recruited by a tech genius to pull off their most impossible heist yet."
Manchester by the Sea,2016,7.8,96,278427,"
A depressed uncle is asked to take care of his teenage nephew after the boy's father dies."
The Jungle Book,2016,7.4,77,275905,"
After a threat from the tiger Shere Khan forces him to flee the jungle, a man-cub named Mowgli embarks on a journey of self discovery with the help of panther Bagheera and free-spirited bear Baloo."
Nocturnal Animals,2016,7.5,67,275625,"
A wealthy art gallery owner is haunted by her ex-husband's novel, a violent thriller she interprets as a symbolic revenge tale."
Finding Dory,2016,7.3,77,272960,"
Friendly but forgetful blue tang Dory begins a search for her long-lost parents, and everyone learns a few things about the real meaning of family along the way."
Don't Breathe,2016,7.1,71,270888,"
Hoping to walk away with a massive fortune, a trio of thieves break into the house of a blind man who isn't as helpless as he seems."
Sully,2016,7.4,74,269870,"
When pilot Chesley ""Sully"" Sullenberger lands his damaged plane on the Hudson River in order to save the flight's passengers and crew, some consider him a hero while others think he was reckless."
The Conjuring 2,2016,7.3,65,266380,"
Ed and Lorraine Warren travel to North London to help a single mother raising four children alone in a house plagued by a supernatural spirit."
Warcraft,2016,6.7,32,262575,"
As an Orc horde invades the planet Azeroth using a magic portal, a few human heroes and dissenting Orcs must attempt to stop the true evil behind this war."
Your Name.,2016,8.4,79,260235,"
Two strangers find themselves linked in a bizarre way. When a connection forms, will distance be the only thing to keep them apart?"
Me Before You,2016,7.4,51,248997,"
A girl in a small town forms an unlikely bond with a recently-paralyzed man she's taking care of."
Star Trek Beyond,2016,7.0,68,245401,"
The crew of the USS Enterprise explores the furthest reaches of uncharted space, where they encounter a new ruthless enemy, who puts them, and everything the Federation stands for, to the test."
Lion,2016,8.0,69,235054,"
A five-year-old Indian boy is adopted by an Australian couple after getting lost hundreds of kilometers from home. 25 years later, he sets out to find his lost family."
Ghostbusters: Answer the Call,2016,6.9,60,229921,"
Following a ghost invasion of Manhattan, paranormal enthusiasts Erin Gilbert and Abby Yates, nuclear engineer Jillian Holtzmann, and subway worker Patty Tolan band together to stop the otherworldly threat."
Hell or High Water,2016,7.6,88,229100,"
A divorced father and his ex-con older brother resort to a desperate scheme in order to save their family's ranch in West Texas."
Hidden Figures,2016,7.8,74,226836,"
The story of a team of female African-American mathematicians who served a vital role in NASA during the early years of the U.S. space program."
Jason Bourne,2016,6.6,58,226409,"
The CIA's most dangerous former operative is drawn out of hiding to uncover more explosive truths about his past."
Captain Fantastic,2016,7.8,72,217289,"
In the forests of the Pacific Northwest, a father devoted to raising his six kids with a rigorous physical and intellectual education is forced to leave his paradise and enter the world, challenging his idea of what it means to be a parent."
Train to Busan,2016,7.6,73,215463,"
While a zombie virus breaks out in South Korea, passengers struggle to survive on the train from Seoul to Busan."
War Dogs,2016,7.1,57,215456,"
Loosely based on the true story of two young men, David Packouz and Efraim Diveroli, who won a three hundred million dollar contract from the Pentagon to arm America's allies in Afghanistan."
The Magnificent Seven,2016,6.8,54,211111,"
Seven gunmen from a variety of backgrounds are brought together by a vengeful young widow to protect her town from the private army of a destructive industrialist."
The Secret Life of Pets,2016,6.5,61,201130,"
The quiet life of a terrier named Max is upended when his owner takes in Duke, a stray whom Max instantly dislikes."
Assassin's Creed,2016,5.6,36,198716,"
Callum Lynch explores the memories of his ancestor Aguilar de Nerha and gains the skills of a Master Assassin, before taking on the secret Templar society."
Sausage Party,2016,6.1,66,193364,"
A sausage strives to discover the truth about his existence."
Central Intelligence,2016,6.3,52,188606,"
After he reconnects with an awkward pal from high school through Facebook, a mild-mannered accountant is lured into the world of international espionage."
Deadpool,2016,8.0,65,1017323,"
A wisecracking mercenary gets experimented on and becomes immortal but ugly, and sets out to track down the man who ruined his looks."
Captain America: Civil War,2016,7.8,75,772519,"
Political involvement in the Avengers' affairs causes a rift between Captain America and Iron Man."
Doctor Strange,2016,7.5,72,728948,"
While on a journey of physical and spiritual healing, a brilliant neurosurgeon is drawn into the world of the mystic arts."
Batman v Superman: Dawn of Justice,2016,6.4,44,692851,"
Fearing that the actions of Superman are left unchecked, Batman takes on the Man of Steel, while the world wrestles with what kind of a hero it really needs."
Arrival,2016,7.9,81,681702,"
A linguist works with the military to communicate with alien lifeforms after twelve mysterious spacecraft appear around the world."
Suicide Squad,2016,5.9,40,679389,"
A secret government agency recruits some of the most dangerous incarcerated super-villains to form a defensive task force. Their first mission: save the world from the apocalypse."
Rogue One: A Star Wars Story,2016,7.8,65,620168,"
In a time of conflict, a group of unlikely heroes band together on a mission to steal the plans to the Death Star, the Empire's ultimate weapon of destruction."
La La Land,2016,8.0,94,576367,"
While navigating their careers in Los Angeles, a pianist and an actress fall in love while attempting to reconcile their aspirations for the future."
Hacksaw Ridge,2016,8.1,71,514149,"
World War II American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people and becomes the first man in American history to receive the Medal of Honor without firing a shot."
Zootopia,2016,8.0,78,491097,"
In a city of anthropomorphic animals, a rookie bunny cop and a cynical con artist fox must work together to uncover a conspiracy."
Split,2016,7.3,62,486359,"
Three girls are kidnapped by a man with a diagnosed 23 distinct personalities. They must try to escape before the apparent emergence of a frightful new 24th."
